Title,Company,Location,Contract,Salary,Description
Business Development Representative – Data Analytics SaaS,Altair Engineering,Paris (75),CDI,Negotiable,"Altair offers a highly advanced and powerful data analytics solution for businesses in the areas of data preparation, data science, and data visualisation."
Consultant.e Data Scientist / Freelanc,Symbioz Technology,Paris (75),CDI,De 400 € à 550 € par jour,"Pour l'un de nos clients Grands Comptes du secteur bancaire, nous sommes à la recherche d'un(e) Business Analyst - Moyens de paiements CB TJM Maximum est 450€ -…"
DATA-SCIENTIST H/F,Crédit Agricole Consumer Finance,59100 Roubaix,CDI,Negotiable,Contribuer au programme permanent de développement de compétences de la data science pour l’ensemble des collaborateurs Data de CACF.
Data Scientist GCP / Freelanc,Groupe Kali,Lille (59),CDI,Negotiable,Vous collectez des données pour les applications ML et construisez des data marts pour PoC.
Web Data Analyst F/H,24S.com,Paris (75),CDI,Negotiable,Vous maîtrisez un outil de reporting / data visualisation (idéalement Google Looker Studio/Google Data Studio).
Data Scientist H/F - Secteur agroalimentair,Michael Page,Télétravail hybride à Rouen (76),CDI,Negotiable,"Déployer les modèles statistiques associés aux différents projets, et garantir l'intégration dans les outils,."
DATA ANALYST- MARKETING ANALYTIQUE F/H,AG2R La Mondiale,Paris (75),CDI,Negotiable,Le data analyst F/H devra construire et faire vivre le socle data pour les usages marketing.
Lead Data Scientist (F/H),AXA,Suresnes (92),CDI,Negotiable,"Direct Assurance accélère ses initiatives data en renforçant les « équipes analytics » dans les directions métier, ainsi que l’équipe Big data transversale."
Chargé de Projets Industriel et Data Analyst,The Coca-Cola Company,83870 Signes,CDI,Negotiable,"Dans le cadre de la modernisation du site de Coca-Cola Midi SAS, nous recrutons en CDI un/une Ingénieur(e) avec la double casquette Chargé de Projets Industriel…"
Workday Data & Integration Analyst,Keylime Consultants,Paris (75),CDI,Negotiable,Keylime Consultants are working with a well-established global Workday Client and we’re looking for a Workday Data & Integration Analyst to join their HRIS team…
Data analyst ranking (H/F),Efrei,Télétravail hybride à Paris (75),CDI,Negotiable,Assurer la collecte des données auprès des différents services concernés pour assurer l’amélioration des classements de l’Ecole.
DCom Data & Analytics (H/F),Unilever,Rueil-Malmaison (92),CDI,Negotiable,Experience in leveraging data & analytics to improve the customer experience.
Consultant Data Analyst pour mission longue basée à...,Mydral,75002 Paris 2e,CDI,Negotiable,"Vous avez des compétences dans un langage d'analyse de données (SQL, Python, R, SAS), dans un outil de traitement de données (Tableau, Knime, Dataiku), dans une…"
data analyst,Ausy,"Lille (59)
+ 1 lieu",None,Negotiable,"Bi, big data, ai and ml."
Data Scientist H/F,Airbus,13700 Marignane,None,Negotiable,"De même, vous êtes ouvert à l'apprentissage du point de vue des métiers du support client (rechanges, entretien, maintien en condition de vol) et êtes capable d…"
Senior Data Scientist,AXA,Nanterre (92),None,Negotiable,Gestion de projet data et data science en intervenant dans les étapes amont et aval.
Marketing Data Scientist Analyst,Mars,67501 Haguenau,None,Negotiable,Incorporated into analytic data products.
Data analyst (H/F),Fiderim,"69600 Oullins
+ 1 lieu",None,Negotiable,"Intégré au sein du service Marketing, vous êtes l'interlocuteur privilégié des opérationnels et de la Direction sur le data model, sur les Dashboards et leur…"
Data Analyst,DELFINGEN,25340 Clerval,None,Negotiable,"Nous vous offrons un poste de Data Analyst au sein du siège social, basé dans le Doubs (25340)."
Data analyste junior F/H,Aix-Marseille Université,Marseille (13),None,Negotiable,5 grands campus accueillent les étudiants et tous les champs universitaires qu’il est possible d’étudier en France.
Data Analyst - Chargé de Campagne Omnicanal H/F,BNP Paribas,Paris (75),None,Negotiable,Vous réaliserez les études et les ciblages (stratégie opérationnelle) en vous appuyant notamment sur la base de données clients (Base Marketing Dynamique) ;
Industrie 4.0 : Data scientist Production Engineering M/F,STMicroelectronics,Crolles (38),None,Negotiable,Vous serez en lien étroit avec les experts métiers support à la production et les data engineers IT chargés de collecter et stocker les données récupérées de…
Data Analyst – F/H,Atecna,59290 Wasquehal,None,Negotiable,"9 Atecniens (Data Analyst, Data Engineer, Data Scientist, Chef de Projet CRM) mutualisent leurs connaissances et expériences pour grandir et anticiper les…"
Analyste Data Recouvrement H/F,Santander,Levallois-Perret (92),None,Negotiable,Assurer le suivi quotidien des performances recouvrement.
Data Analyst (H/F) / Data Scientist(H/F),ALTEN,Toulouse (31),None,Negotiable,"Groupe international et leader de son marché, ALTEN intervient sur tous les grands projets porteurs d’enjeux technologiques, en s’intégrant depuis plus de 30…"
DATA ANALYST BATIMENT CONSOMMATION EN EAU,CSTB,Nantes (44),None,De 36 000 € à 40 000 € par an,"En lien avec l’équipe data en charge de la production de la base de données nationale des bâtiments, vous contribuez à l’enrichissement de nos bases de données…"
Data Analyst H/F,OPEN,Villeurbanne (69),None,Negotiable,"Savoir faire : expérience significative dans la mise en oeuvre de solution de connaissance 360 client sur plate-forme de données, bonne compréhension des…"
POST-DOCTORAT EN DATA SCIENCE (F/H),UniLaSalle,Télétravail hybride à 60000 Beauvais,None,À partir de 32 000 € par an,Statut cadre
DATA ANALYST POWER BI ASAP,Groupe Trèfle,Boulogne-Billancourt (92),None,Negotiable,"Dans le cadre d’un renfort d’activité, notre client recherche un Data Analyst Power BI pour son bureau basé à Boulogne-Billancourt (92)."
Data Analyst (F/H),Harwell Management,75116 Paris,None,Negotiable,"Afin d’accompagner notre croissance, nous recherchons un(e) Data Analyst afin d’intervenir chez nos prestigieux clients issus du monde bancaire, financier et…"
DATA ANALYST F/H,CARGO,31300 Toulouse,None,Negotiable,"Initier, contrôler et faire évoluer, via des outils d’analyses quantitatives et des règles de gestion, les développements des gammes et des concepts commerciaux…"
Data Analyst Décisionnel - Sète H/F,Michael Page,Montpellier (34),None,Negotiable,"Issu d'une formation de type Bac +5 minimum en informatique ou équivalent,."
Senior Data Analyst,Pernod Ricard,Paris (75),None,Negotiable,Familiarity with data science methods and scaling data science methods.
Data analyst (Python) référentiel de données f/h,Bpifrance,Maisons-Alfort (94),None,Negotiable,"Ou dans le retraitement de données et le développement de data visualisations (QlikSense, Qlikview, Tableau, Power BI, etc.) dans la Banque c’est génial !"
Data scientist Métrologie (h/f) / Freelanc,emagine Consulting SARL,Paris (75),None,Negotiable,Vous participerez au traitement et à la visualisation de données ainsi qu'à la migration des sources de données.
Data Analyst,Fideliz,75009 Paris 9e,None,Negotiable,Capacité à traduire les enjeux marketing en enjeux data et vice-versa.
Data Scientist/Engineer,Data Recrutement,Paris (75),None,De 50 000 € à 55 000 € par an,Fonction Data scientist ml ia nlp dl.
Data scientist H/F - Innovation numériqu,Polyconseil,Paris (75),None,Negotiable,Avoir suivi un MOOC (ex : Udemy) spécialisé en Big data est également apprécié.
Consultant Data Scientist Expérimenté H/F,Scalian,Ollioules (83),None,Negotiable,"Dans le cadre du développement de notre activité en systèmes électroniques et informatiques, nous recherchons pour plusieurs de nos clients un consultant en…"
Data Analyste BI,Asteria Monaco,Monaco (06),None,Negotiable,"Trino, Hadoop HDFS, S3, BO seraient des plus."
Data Scientist INSIGHT,Interpol,Lyon (69),None,Negotiable,"In application of Article 114.1 of INTERPOL’s Rules on the Processing of Data (RPD), the General Secretariat is “responsible for determining authorization…"
Data Analyst et support client pour les transmissions donnée de vol F/H,Safran,Melun (77),None,Negotiable,"Les données d'exploitation (données de vol, de health monitoring et de fiabilité) jouent un rôle de plus en plus important dans la gestion des flottes clients."
ENSEIGNANT-CHERCHEUR EN DATA SCIENCES (F/H),UniLaSalle,Télétravail hybride à 60000 Beauvais,None,À partir de 36 000 € par an,Statut cadre
Data analyst H/F,Groupama Supports et Services,Télétravail hybride à Paris (75),"CDI
+1",Negotiable,"L'activité du data analyst sera à réaliser dans l'outil #ServiceNow pour l'export des données, la réalisation de tableau de bord."
Data Analyst / Freelanc,DRiMS,Paris (75),"CDI
+1",De 400 € à 550 € par jour,Porter le deploiement de la stratégie self BI avec PowerBI Animer une communauté d'utilisateurs IT et métiers Mettre en œuvre et optimiser les solutions…
People Data analyst H/F,Dassault Systèmes,Vélizy-Villacoublay (78),"CDI
+1",Negotiable,"L’analyse, le traitement et l’interprétation des données en vue d’optimiser les processus RH et trouver des solutions créatives aux différentes problématiques."
Analyst MarketingSanté & Data - Nantes Gare H/F,Externatic,Nantes (44),"CDI
+1",De 36 000 € à 45 000 € par an,Être ambassadeur d'une culture de la data.
DATA ANALYST H/F,Klanik,Toulouse (31),"CDI
+1",Negotiable,"Grâce à vos dons en vulgarisation et en data visualisation, vous pouvez partager vos conclusions avec clarté à des audiences non techniques ;"
URGENT - Recherche Consultant(e) Data Analyst BigDATA / Freelanc,Ï-NAYA Consulting,Bois-Colombes (92),"CDI
+1",De 500 € à 550 € par jour,Lieu de la mission : Mission basé à Bois Colombe (92) Client : Secteur Assurance Durée de la mission : Mission Longue Niveau d'expérience : Expérimenté 10 à 15…
Data analyste H/F,Cofabrik,38330 Montbonnot-Saint-Martin,"CDI
+1",De 33 000 € à 35 000 € par an,Identifier les sources de données et collecter les données manquantes.
Product Data Analyst H/F,BforBank,La Défense (92),"CDI
+1",Negotiable,Tu fourniras des analyses aux squads Product pour une prise de décision pertinente et efficace grâce à la data.
Data Manager / Data Analyst (H/F),BPCE Autres filiales,Rennes (35),"CDI
+1",À partir de 35 000 € par an,"Vous maîtrisez le langage SQL, le langage SAS, les systèmes de gestion de bases de données, SAS et/ou SAS Entreprise Guide, dans l'idéal la suite BI Microsoft…"
Data analyst (H/F),Lévavi,59000 Lille,"CDI
+1",Negotiable,Nous recherchons pour notre client un Data analyst H/F situé(e) à Lille.
Data Scientist - Innovation (H/F),Groupe Partnaire,Martillac (33),"CDI
+1",45 000 € par an,"Des connaissances approfondies des outils de modélisation moléculaire, incluant la préparation des structures protéiques tridimensionnelles par homologie et la…"
Data Analyst H/F H/F,Crédit Mutuel Arkea,35760 Saint-Grégoire,"CDI
+1",Negotiable,"Une appétence à la manipulation de data (outil de requêtes SQL, SAS serait un plus) et à la construction de tableaux de bord (OBIEE)."
"Data Analyst (BO, SQL, EXCEL) / Freelanc",DATSUP,Paris (75),"CDI
+1",Negotiable,"Au-delà des projets qu’il mène, le service a une activité de production de données et d’accompagnement à destination de nos clients internes."
Data Analyst Produit H/F,Talents IT,Nantes (44),"CDI
+1",Negotiable,"Les informations communiquées en postulant à cette annonce font l'objet d'un enregistrement informatique, dans le respect du Règlement Général sur la Protection…"
Lead Data Scientist (CDO à court terme) - Fintech l 80-100K€ + fort BSPCE,Data Recrutement,Télétravail hybride à Paris (75),"CDI
+1",De 80 000 € à 100 000 € par an,Fonction Data scientist ml ia nlp dl.
CHARGÉ.E D'ETUDES NUMÉRIQUES/DATA ANALYST,France Médias Monde,Issy-les-Moulineaux (92),CDI,Negotiable,"Les trois médias émettent à l’échelle du monde, en 21 langues."
Senior Data Scientist (H/F),Auchan Retail France,59000 Lille,CDI,Negotiable,Expérience de 2 - 5 ans et des compétences en #Data # PYTHON # R # Shiny.
Data Scientist - Supply Chain Analytics (H/F),Dassault Systèmes,Vélizy-Villacoublay (78),CDI,Negotiable,"Développement et enrichissement du module AI « Smart Analytics » (data pre-processing, filter relevancy, diagnosis, prescription)."
Business/Data Analyst Connected Solutions,Manitou Group,Télétravail hybride à 44150 Ancenis,CDI,Negotiable,Vous interviendrez sur tout le cycle de vie des projets grâce à votre expertise fonctionnelle et technique.
Data Analyst (H/F) (IT),TALENTS IT,Nantes (44),CDI,De 40 000 € à 60 000 € par an,Vous travaillerez au sein d'une équipe dynamique et bienveillante.
Business - Data Analyst Connected Solutions H/F,Manitou,Télétravail hybride à Saint-Géréon (44),CDI,Negotiable,Ancenis-Saint-Géréon Manitou CDI Informatique Data Scientist.
Chargé.e d'études DATA ANALYSE H/F/X,Paprec Group,La Courneuve (93),CDI,Negotiable,Le service Grands Comptes du groupe PAPREC recherche un/ une chargé (e) d'études DATA ANALYSE dans le cadre de l'automatisation de son reporting client et du…
Data Analyst H/F,Ciril GROUP,Villeurbanne (69),CDI,Negotiable,"Réalisation de prestation d'installation, de mise en œuvre, d'assistance au démarrage, de reprise des données, de migration sur de nouvelles version, de…"
Ingénieur contrôle commande – data analyste HVAC (H/F),Carrier Klimatechnik GmbH,01120 Montluel,CDI,Negotiable,Ingénieur contrôle commande – data analyste HVAC (H/F).
Data Analyst (H/F),Talents IT,44000 Nantes,CDI,Negotiable,"De formation Bac+5 ingénieur ou spécialisé data analyse/statistiques, vous avez une expérience confirmée d'au moins 3 ans sur un poste similaire."
CANCER GENOME INTERPRETATION (CGI) SPECIALIST - DATA SCIENTIST (H/F),Centre Régional de Lutte Contre le Cancer Centre...,Télétravail hybride à 69373 Lyon,CDI,Negotiable,"Une première expérience réussie en tant que bio-informaticien et/ou développeur full stack, en big data, science des données, développement web, gestion des…"
Head of Data Science & Analytics Stellantis Data Business Unit,Stellantis,Poissy (78),CDI,Negotiable,"In partnership with data engineering, design and optimize data pipelines to support descriptive analytics, data science and ML."
Citizen Data Scientist (F/H),OCTO Technology,Paris (75),CDI,Negotiable,"Vous répondez à leurs besoins et les conseillez sur ces sujets (use cases, organisation de la donnée, gouvernance data, etc)."
Data Analyst (m/f/d),heycar,Paris (75),CDI,Negotiable,You'll be the voice of data and bring data to life in the business.
DATA ANALYST / BUSINESS ANALYST (H/F),Solocal,Boulogne-Billancourt (92),CDI,Negotiable,Aider au design et à l'implémentation d'un outil de planning et de data viz sur la top-line.
Consultant.e Data Analyst / Freelanc,Symbioz Technology,Paris (75),De 400 € à 550 € par jour,De 400 € à 550 € par jour,TJM Maximum est 450€ - aucun dépassement n'est possible.
Data Analyst F/H,AUCHAN RETAIL SERVICES,59491 Villeneuve-d'Ascq,De 400 € à 550 € par jour,Negotiable,"Vous contribuerez à développer la connaissance clients & la culture data de l’entreprise, par chacun de vos livrables."
Data Analyst Apprentic,Sage Group PLC,Paris (75),De 400 € à 550 € par jour,Negotiable,"Rédiger de la documentation data (processus, cartographie, cahier de charge etc.)."
DATA DIGITAL ANALYST (H/F),OUI.sncf,Paris (75),De 400 € à 550 € par jour,Negotiable,"En s’appuyant sur l’expertise de plus de 1200 collaborateurs basés à Lille, Nantes et Paris, SNCF Connect & Tech accompagne le groupe SNCF dans les projets de…"
DATA MINER (H/F),Ayming,Télétravail hybride à Levallois-Perret (92),De 400 € à 550 € par jour,Negotiable,Convertir des donner PDF sous format Excel.
Reports and Data Analyst,AXA Partners,Châtillon (92),De 400 € à 550 € par jour,Negotiable,Reporting to the Reports and Data Analytics leader this role is a key position in the Operations team and will have responsibility for developing and delivering…
Data Analyst,SBM Offshore,Monaco (06),De 400 € à 550 € par jour,Negotiable,Management satisfaction of the quality of the provided data.
Supply chain Data scientist (H/F),Thales,Bordeaux (33),De 400 € à 550 € par jour,Negotiable,Recenser les besoins d’extractions et de mise en forme des données auprès des différents métiers de la Supply chain : type dashboard de synthèse et type…
CONSULTANT CONFIRMÉ DATA SCIENTIST / DATA ANALYST (H/F),Epsilon,59290 Wasquehal,De 400 € à 550 € par jour,Negotiable,"EPSILON France est l’entité Datamarketing de Publicis Groupe avec 700 experts data, marketing et technologiques et plus de 40 métiers représentés."
Marketing Data Analyst,Shine,Télétravail à 75003 Paris 3e,De 400 € à 550 € par jour,Negotiable,"BigQuery pour notre Datawarehouse, Dataform pour le data modeling."
"Senior Solution Data Scientist, Life Sciences",Dataiku,"Paris (75)
+ 1 lieu",De 400 € à 550 € par jour,Negotiable,Proven track record of scoping and managing data-science projects in an autonomous manner.
Data Analyst (H/F),Opéra Conseil,Lyon (69),De 400 € à 550 € par jour,Negotiable,"Issu(e) d’une formation supérieure de niveau Bac +2, Bac +4/5, de type école d’Ingénieurs, vous justifiez d’une expérience minimum de 3 ans comme Data analyst,…"
Data Analyst Senior (F/H),LVMH Holdings,Paris (75),De 400 € à 550 € par jour,Negotiable,4-5 années d’expérience en tant que data analyst en entreprise ou en cabinet.
Lead Data Analyst M/F,Pernod Ricard,Paris (75),De 400 € à 550 € par jour,Negotiable,Familiarity with data science methods and scaling data science methods.
DATA SCIENTIST SPÉCIALISÉ R,Aquila Consulting,La Défense (92),De 400 € à 550 € par jour,Negotiable,Conception d’outils d’analyse et de data-visualisation.
Analyst MarketingSanté & Data - Nantes Gare H/F,Externatic,Nantes (44),De 36 000 € à 45 000 € par an,De 36 000 € à 45 000 € par an,Être ambassadeur d'une culture de la data.
DATA DIGITAL ANALYST (H/F),OUI.sncf,Paris (75),De 36 000 € à 45 000 € par an,Negotiable,"En s’appuyant sur l’expertise de plus de 1200 collaborateurs basés à Lille, Nantes et Paris, SNCF Connect & Tech accompagne le groupe SNCF dans les projets de…"
"Lead Instructor - Data Analytics (Full-Time, Paris)",Ironhack,Paris (75),De 36 000 € à 45 000 € par an,Negotiable,You have experience or the ability to coach others and that are involved in the data community.
Supply chain Data scientist (H/F),Thales,Bordeaux (33),De 36 000 € à 45 000 € par an,Negotiable,Recenser les besoins d’extractions et de mise en forme des données auprès des différents métiers de la Supply chain : type dashboard de synthèse et type…
Senior Data Scientist (H/F),Novencia,Paris (75),De 36 000 € à 45 000 € par an,Negotiable,Une maîtrise des librairies ou outils de data visualisation.
"Data Analyst Senior H/F, Paris",Accor,Paris (75),De 36 000 € à 45 000 € par an,Negotiable,"Etre force de proposition pour augmenter l’utilisation de la data chez JohnPaul, en quantité et en qualité."
Data Analyst H/F H/F,Crédit Mutuel Arkea,35760 Saint-Grégoire,De 36 000 € à 45 000 € par an,Negotiable,"Une appétence à la manipulation de data (outil de requêtes SQL, SAS serait un plus) et à la construction de tableaux de bord (OBIEE)."
DATA ANALYST H/F,Bontaz,Marnaz (74),De 36 000 € à 45 000 € par an,Negotiable,Vous avez des connaissances des plateformes data cloud (Azure / Snowflake).
Consultant.e Data Analyst / Freelanc,Symbioz Technology,Paris (75),De 36 000 € à 45 000 € par an,De 400 € à 550 € par jour,TJM Maximum est 450€ - aucun dépassement n'est possible.
Senior Data Scientist,AG SOLUTION,Lille (59),De 36 000 € à 45 000 € par an,Negotiable,The wishlist for a Process Data scientist.
Business - Data Analyst Connected Solutions H/F,Manitou,Télétravail hybride à Saint-Géréon (44),De 36 000 € à 45 000 € par an,Negotiable,Statut cadre
Data Analyst SAS CELONIS,Allianz France,92400 Courbevoie,De 36 000 € à 45 000 € par an,Negotiable,"Au sein de la Direction Indemnisation Service Client d'ALLIANZ France, vous intégrez l'équipe Data et Projet."
Data Analyst,Data Recrutement,Paris (75),De 36 000 € à 45 000 € par an,De 40 000 € à 45 000 € par an,Vous avez envie d’évoluer dans un environnement Big data.
Data Analyst,AG SOLUTION,Lille (59),De 36 000 € à 45 000 € par an,Negotiable,"Bachelor or Master degree in Engineering, data science or IT, or equivalent level of knowledge through experience."
BUSINESS & DATA ANALYST,Groupe SEB,Télétravail hybride à Écully (69),De 36 000 € à 45 000 € par an,Negotiable,"En tant que Business & Data Analyst EMEA, vous intervenez au sein des équipes E-commerce EMEA."
BUSINESS & DATA ANALYST,Groupe SEB,Télétravail hybride à Écully (69),None,Negotiable,"En tant que Business & Data Analyst EMEA, vous intervenez au sein des équipes E-commerce EMEA."
Data Analyst Métrologie / Freelanc,BlueSoftGroup,Chartres (28),None,De 430 € à 530 € par jour,"Dans le cadre de l'activité support poste de travail et la mise en œuvre d'une solution de métrologie, nous recherchons pour notre client un Data analyste avec…"
Assistant Data Scientist H/F,Crédit Mutuel Arkea,Brest (29),None,Negotiable,Et exploitent les opportunités offertes par la Data Science pour mettre en oeuvre des architectures intelligentes.
CONSULTANT CONFIRMÉ DATA SCIENTIST / DATA ANALYST (H/F),Epsilon,59290 Wasquehal,None,Negotiable,"EPSILON France est l’entité Datamarketing de Publicis Groupe avec 700 experts data, marketing et technologiques et plus de 40 métiers représentés."
Analyste de Test DATA H/F,Groupe Covéa,Levallois-Perret (92),None,Negotiable,Il participe majoritairement dans les recettes où la data et les échanges de flux sont impliqués.
Data Analyst PowerBI ( H/F ),Insitoo,Lille (59),None,Negotiable,"Actuellement, afin de répondre aux besoins de nos clients, nous recherchons un Data Analyst PowerBI ( H/F ) à Lille et périphérie."
DATA ANALYST SENIOR POWERBI / Freelanc,Sqorus,75009 Paris,None,De 450 € à 550 € par jour,Exposition de ces rapports aux différents métiers Une expérience/appétence dans le secteur industriel serait un plus.
Data Analyst - Développeur Web H/F,Crédit Agricole CIB,Montrouge (92),None,Negotiable,Vous rejoindrez l'équipe CIB-GCO-Client Lifecycle Data Management qui a pour rôle d'assurer la coordination et la réalisation des sujets du domaine client:
data scientist senior (F/H),AXA,Nanterre (92),None,Negotiable,Il s’agira d'analyser des besoins et exploration approfondie des données pour mettre au point de nouveaux types de traitement de la data / d'élaborer des règles…
Data Analyst,Market Espace,Marcq-en-Barœul (59),None,Negotiable,Nous recherchons des personnes talentueuses et passionnées pour réaliser des études statistiques appliquées au marketing qui aideront nos clients à mieux…
KERING Head of Data Analytics,Groupe Kering,Paris (75),None,Negotiable,You will develop best practices with Maisons and support them through data analyses but also by creating data analytics communities across the Group.
DATA ANALYST - PILOTAGE COMMERCIAL (H/F),CAISSE FEDERALE DE CREDIT MUTUEL,67000 Strasbourg,None,De 33 000 € à 45 000 € par an,"Connaissance des outils de développement du système d'information décisionnel (SIDU), notamment Webfocus mais aussi les outils de Data visualisation."
Data Analyst (h/f) - Support à la productio,SFR,Paris (75),None,Negotiable,Le pôle Grand Public a pour objectif d'améliorer l'expérience client dans tous les moments clé de la relation.
Data Management Analyste (H/F),BNP Paribas,Montreuil (93),None,Negotiable,"Pour ce faire, vous recueillerez et analysez les différents besoins des métiers et fonctions du Groupe en matière de data management."
"Data Analyst, EU BIAS",Amazon France Logistique SAS,Lauwin-Planque (59),None,Negotiable,"Support other FC requests for data support (queries, reports/database table creation)."
Data Analyst Expérimenté H/F,EY,92037 La Défense,None,Negotiable,"L’opportunité de travailler pour les plus grands clients internationaux leaders dans leurs secteurs, au sein d’équipes internationales et multiculturelles."
Senior Data Analyst - Full remote possibl,Twenty One Talents,Télétravail à Paris (75),None,Negotiable,3+ years as a data or technical business analyst.
Data analyst H/F (IT),Groupama Supports et Services,Puteaux (92),None,Negotiable,
Consultant(e) Data Scientist Confirmé(e),SOCIO DATA MANAGEMENT,Paris (75),None,Negotiable,"Cartographie des données et data management (cleaning, pré-traitements et premières explorations des données) ;"
Data Analyst H/F H/F,Inetum,Villes-sur-Auzon (84),None,Negotiable,"Traitement, exploitation et intégration des données dans un data warehouse (entrepôt de données) ;"
Formateur/ Formatrice Data analyst - indépendant,Doceo Formation,Paris (75),None,40 € de l’heure,Taux horaire : 40€ /h - TJM 280€ /jour*.
CDD - Data Analyst H/F,Orange,Nantes (44),None,Negotiable,"Vous participerez à l'alimentation, l'adaptation et la mise à disposition des reportings pour l'unité et le management."
Data Miner - données marketing clients - H/F,Homair Vacances,13090 Aix-en-Provence,None,À partir de 35 000 € par an,"Là où nous travaillons, il y a plus de 300 jours de soleil par an."
DATA ANALYST F/H,Safran,Plaisir (78),None,Negotiable,"Aptitude forte pour le travail en équipe avec des key users métiers, des personnes de la Maitrise d'Ouvrage, data architectes, data engineer, master data…"
Analyste de données de flotte F/H,Safran,Melun (77),None,Negotiable,Connaissance d'autres outils et pratiques du big data.
Data Analyst,Akeneo,Paris 8e (75),None,Negotiable,You like to create storytelling with data.
Expert Data & Analytics f/m,Merck KGaA Darmstadt Germany,67120 Molsheim,None,Negotiable,"Experience in Python, R and/or Spark, including data manipulation & modelling."
Global Data and Analytics Manager,Havas Media,75004 Paris 4e,None,Negotiable,"» Working with a variety of data such as competitive, buzz, ad-serving, web analytics data, planning data, attitudinal data, etc."
Data Analyst (H/F),Groupe BPCE,Charenton-le-Pont (94),None,Negotiable,"Supervision du dispositif de maîtrise des risques émetteur et risques au virement et prélèvement, acquéreur ;"
Data Analyst (F/H) CDD 6 mois,AXA,Nanterre (92),None,Negotiable,Le/la data analyst accompagnera le département Expérience Client et sera en charge de :
CONSULTANT/ Analyste DATA SAS / Freelanc,WAVY SERVICES,"Paris (75)
+ 1 lieu",500 € par jour,500 € par jour,
DATA ANALYST,informatis-ts,Nogent-sur-Seine (10),500 € par jour,Negotiable,Connaissance des techniques et outils analytiques (statistiques et de data mining).
Data Analyst H/F,Cenisis,Lille (59),500 € par jour,Negotiable,"Nos consultants spécialisés en data interviennent sur la gouvernance des données, le data usage, la data quality mais aussi sur le master data management."
Data scientist / Web desig,Systemathics,La Défense (92),500 € par jour,Negotiable,"You will handle data collection, indexing and storing using Systemathics tools as well as implementation of APIs and data visualization features."
Senior Consultant – Data Scientist – Financial Services – FSI Assurance (H/F),Deloitte,La Défense (92),500 € par jour,Negotiable,Exploration des données à l’aide d’outils de Data Discovery (Qliksense) et restitution des analyses réalisées ;
Senior Data Scientist,HP,38026 Grenoble,500 € par jour,Negotiable,Proven track record of experience in data science.
Data Analyste Cognos / PBI (IT),HELPLINE,Orléans (45),500 € par jour,Negotiable,Pour le poste avoir au minimum 2 à 5 ans d’expérience sur les environnement Cognos (C11) et Power BI (desktop) et PBI Report server.
Business Data Scientist H/F,Data Recrutement,Télétravail hybride à Paris (75),500 € par jour,De 50 000 € à 70 000 € par an,Fonction Data scientist ml ia nlp dl.
RESPONSABLE DATA SCIENCE ET ANALYTIQUE,Generali France,93200 Saint-Denis,500 € par jour,Negotiable,Le Responsable Data Science et Analytique joue un rôle clef au sein de l’équipe Analytique Avancée et Visualisation en coordonnant les différents projets menés…
Senior Data Scientist - Marketing H/F,PERSÉ BEAUTY,Paris (75),500 € par jour,Negotiable,"As a senior data scientist, you will be responsible for designing, building, improving, profiling and maintaining our in-house algorithms to impactful business…"
Data Analyste Opérationnel-(H/F),Société Générale,Télétravail hybride à Nantes (44),500 € par jour,Negotiable,Participer à la mise en oeuvre d'une charte graphique commune.
Responsable Data Science F/H,AUCHAN RETAIL SERVICES,59491 Villeneuve-d'Ascq,500 € par jour,Negotiable,"Vous agissez en tant que data scientist, à ce titre vous êtes chargé de concevoir des modèles Statistiques ou Mathématiques, au service des métiers et vous…"
Business Analyst Data F/H,Capgemini,59000 Lille,500 € par jour,Negotiable,"Intégré(e) au sein d’une équipe projet BI, Big Data ou Data Gouvernance pour des clients du secteur banque, finance, assurance."
Contrôleur de gestion / data analyst (h/f) - Val de Fontenay (94),Banque Palatine,Paris (75),500 € par jour,Negotiable,"La Banque Palatine, banque des entreprises et banque privée (Groupe BPCE), est aux côtés des dirigeants aussi bien sur le plan professionnel que personnel…"
CDI Data Analyst - Direction France F/H,Vetoquinol,Paris (75),500 € par jour,Negotiable,"Notre Groupe en forte croissance appuie son développement sur la compétence, l'implication de ses équipes et sur la recherche de solutions innovantes en santé…"
Data analyst SQL datastudio (H/F),Insitoo,Lille (59),None,Negotiable,"Actuellement, afin de répondre aux besoins de nos clients, nous recherchons un Data analyst SQL datastudio (H/F) à Lille, Hauts-de-France, France."
Data Analyst Senior (F/H),AXA,Suresnes (92),None,Negotiable,"Le pôle Operations Analytics, composée de data analysts et data scientists, a pour missions principales de prévoir le comportement de nos clients, le volume de…"
Data analyst Tableau / Freelanc,SKIILS SAS,Paris (75),None,Negotiable,Imaginer les solutions Data correspondantes en étant force de proposition et en respectant leurs contraintes et avec une bonne connaissance des analyses et…
Data miner h/f,BYmyCAR,Vénissieux (69),None,De 25 000 € à 35 000 € par an,"Gérer les données issue de plusieurs sources (Salesforce, Genesys...)."
Business Analyst Data,Softeam,Paris (75),None,De 60 000 € à 70 000 € par an,"Au sein d’un service Etudes et Projets, vous êtes en charge des analyses fonctionnelles, des évolutions et correctifs du périmètre applicatif DATA."
DATA ANALYST - 1-2 ANS XP (H-F-X),Urban Linker,Bordeaux (33),None,De 35 000 € à 38 000 € par an,"Contribution au projet ELT (Data models dbt, création data warehouse, évolution, refactorisation)."
