Title,Company,Location,Contract,Salary,Description
DATA Scientist Marketing H/F,Crédit Agricole Champagne Bourgogne,21000 Dijon,None,Negotiable,Rejoignez le service Marketing du Crédit Agricole de Champagne-Bourgogne à Dijon.
Consultant.e Data Scientist,Softeam,Paris (75),None,Negotiable,Avoir suivi un MOOC (ex : Udemy) spécialisé en Big data est également apprécié.
Ingénieur R&D Data Science H/F,TotalEnergies,Solaize (69),None,Negotiable,"Simulation numérique, modélisation moléculaire, data science sont au service des projets pour concevoir les meilleurs produits, plus rapidement."
Data scientist,WitMonki,Marseille (13),None,De 35 000 € à 45 000 € par an, Data mining et machine learning.
RESPONSABLE DATA SCIENCE & DATA ANALYSE F/H,Française des Jeux,Télétravail à Boulogne-Billancourt (92),None,Negotiable,Vous leaderez l'activité « data science » visant à développer tous les outils nécessaires pour répondre à nos enjeux business.
Senior Data Scientist,Fujitsu,Courbevoie (92),None,Negotiable,"Predicting, classifying and relating data;"
Product Data Scientist Apprenticeship,Criteo,75009 Paris 9e,None,Negotiable,Manipulating large-scale data sets.
Data Analyst,Daher,Tours (37),None,Negotiable,Vous avez une appétence pour la data analyse et la gestion de projet.
Senior Data scientist / Machine Learning Engineer H/F,SUEZ,Courbevoie (92),None,Negotiable,"Vous possédez un Doctorat ou ingéniorat en mathématiques appliquées, signal, image ou sciences expérimentales incluant une composante forte en science des…"
Data-Scientist,Deepki,75001 Paris 1er,None,Negotiable,Supervises a team of data scientist trainees;
DATA ANALYST F/H,Française des Jeux,Télétravail à Boulogne-Billancourt (92),None,Negotiable,La Direction de la Sécurité recherche un.e Data Analyst.
Senior Data Scientist,Pernod Ricard,Paris (75),None,Negotiable,Partner with Data Engineer to build necessary data pipelines.
Data Scientist Senior - H/F,JCDecaux FR,92200 Neuilly-sur-Seine,None,Negotiable,"Désigner et créer des algorithmes, construire des modèles, prototyper les solutions imaginées sur des données hétérogènes et mondiales ;"
Data Scientist // Full remote // Fluent English // Ecologi,Sept Lieues,Télétravail à Paris (75),None,Negotiable,Le rôle du Data Scientist est de transformer les données en informations précieuses.
Ingénieur.e en science des données,CIRAD,Montpellier (34),De 27 000 € à 37 000 € par an,De 27 000 € à 37 000 € par an,Statut cadre
Data Analyst - H/F,E.Leclerc,"94200 Ivry-sur-Seine
+ 1 lieu",De 27 000 € à 37 000 € par an,Negotiable,"LECLERC est un groupement coopératif dont les adhérents sont les propriétaires de magasins, soit 592 entrepreneurs, dont Michel-Edouard Leclerc est le porte…"
Data Analyst,Pernod Ricard,Paris (75),De 27 000 € à 37 000 € par an,Negotiable,Familiarity with data science methods and scaling data science methods.
Senior Data scientist / Deep Learning H/F,SUEZ,Courbevoie (92),De 27 000 € à 37 000 € par an,Negotiable,"En interne, dans un environnement technologique de pointe (plateforme collaborative interne sur Azure) et dans le cadre de la communauté des data scientists."
Data scientist confirmé AIX EN PROVENCE H/F,Capgemini,Aix-en-Provence (13),De 27 000 € à 37 000 € par an,Negotiable,"Dans ce cadre, nous souhaitons renforcer notre équipe Data et nous vous proposons d'intégrer notre équipe en tant que qu'Ingénieur data scientist H/F."
Data Scientist Python / Freelanc,"Julien Cornic, infographiste freelance",Nanterre (92),De 27 000 € à 37 000 € par an,Negotiable,"Dans le cadre de ses projets clients, VASKA recherche un Data Scientist sur Python."
Data Scientist,AZAP,Paris (75),De 27 000 € à 37 000 € par an,Negotiable,"Dans le cadre de sa croissance, venez rejoindre notre équipe de 35 collaborateurs en tant que Chef de Projet / Data Analyst."
Senior Data Scientist (H/F),Allianz France,92042 La Défense,De 27 000 € à 37 000 € par an,Negotiable,Expertise with data analysis tools.
Data Analyst H/F,Groupe M6,Télétravail hybride à Lille (59),De 27 000 € à 37 000 € par an,Negotiable,Maintenir la plateforme data en lien avec les équipes techniques.
Jeune Docteur(e) Data Scientist,SMARTIUM Group,Strasbourg (67),De 27 000 € à 37 000 € par an,Negotiable,Jeune Docteur(e) Data Scientist.
Data Scientist (H/F),Positive Thinking Company,Paris (75),De 27 000 € à 37 000 € par an,Negotiable,Optimiser la data du service concerné.
BOUCHERON - Data Analyst F/H,Groupe Kering,Paris (75),De 27 000 € à 37 000 € par an,Negotiable,Diplôme ingénieur et minimum 2 ans d’expérience dans le métier de la data.
Data Engineer/Scientist H/F,ALCATEL - LUCENT ENTERPRISE,29490 Guipavas,De 27 000 € à 37 000 € par an,Negotiable,"Avec nos partenaires, nous fournissons des solutions primées visant à connecter tous les intervenants."
Data Scientist (F/H) CDI,Médiaperformances,Suresnes (92),De 27 000 € à 37 000 € par an,Negotiable,"Passionné(e) de la data médias, expert du Big Data, vous analysez, exploitez et vous donnez du sens à des données massives recueillies de sources multiples et…"
Analyste Corporate Data & Social Media (H/F),Renault Group,Télétravail hybride à Boulogne-Billancourt (92),De 27 000 € à 37 000 € par an,Negotiable,"Vous avez 2 à 5 ans d’expérience en tant que veilleur ou analyste data, impérativement dans un contexte de communication institutionnelle."
Prestation Data Science / Freelanc,STAR TEC INFORMATIQUE,Bordeaux (33),De 400 € à 550 € par jour,De 400 € à 550 € par jour,
Consultant Data Science / Freelanc,Symbioz Technology,Paris (75),De 400 € à 550 € par jour,De 400 € à 550 € par jour,TJM Maximum est 430€ - aucun dépassement n'est possible.
Un Data scientist sur Lyon ou Paris / Freelanc,Smarteo,Lyon (69),De 400 € à 550 € par jour,Negotiable,
Data Analyst Junior (H/F),Hubemploi,33000 Bordeaux,De 400 € à 550 € par jour,Negotiable,Présenter les résultats des analyses grâce à des outils de data visualisation.
Audio & Speech Recognition Data scientist,Sightengine,Télétravail,De 400 € à 550 € par jour,Negotiable,"Architect, design and implement solutions to process and understand spoken languages."
DATA ANALYSTE TRANSFORMATION DIGITALE (F/H),Carrefour,Angers (49),De 400 € à 550 € par jour,Negotiable,Etre le lead technique des Data scientist/Chargé de statistiques et Data Engineer de l’entreprise.
Développeur & analyste de données géophysiques (H/F),CNRS,La Rochelle (17),De 400 € à 550 € par jour,De 2 200 € à 2 500 € par mois,Assurez-vous que votre profil candidat soit correctement renseigné avant de postuler.
Data Analyst,Skillsearch Limited,Télétravail à Bordeaux (33),De 400 € à 550 € par jour,Negotiable,You will also need to be fluent in SQL and have significant experience with data visualisation software such as Power BI or Tableau.
SENIOR DATA SCIENTIST (F/H),Leroy Merlin,"Télétravail hybride à Lezennes (59)
+ 1 lieu",De 400 € à 550 € par jour,Negotiable,L'accompagnement de nos métiers sur les bonnes pratiques de l'exploitation de la data.
Data analyst,Enercon Service,Les Sorinières (44),De 400 € à 550 € par jour,Negotiable,"Développer des projets data innovants (analyses de données, indicateurs et tableaux de bord) après définition du cahier des charges avec les clients internes…"
Bac +4/5 - Data Science - Mathématiques Appliquées Immunoassays - F/H,bioMérieux sa,"Marcy-l'Étoile (69)
+ 1 lieu",De 400 € à 550 € par jour,Negotiable,Vous évoluerez dans une équipe polyvalente et pluridisciplinaire en data science.
Junior Business Data Analyst (H/F) - CDI - Paris,AXA,Puteaux (92),De 400 € à 550 € par jour,Negotiable,"This includes data pipeline, data warehouse, data lifecycle and business intelligence platform."
Data Scientist Expérimenté H/F,EY,92037 La Défense,De 400 € à 550 € par jour,Negotiable,"H/F à la recherche d'une équipe dynamique, à la pointe des technologies et des innovations en Data Science, au service des entreprises les plus data driven, n…"
Ingénieur Validation / Data Scientist H/F,Crédit Agricole Consumer Finance,Massy (91),De 400 € à 550 € par jour,Negotiable,Statut cadre
Data Analyst,Club Med,La Villette (75),De 400 € à 550 € par jour,Negotiable,Vous intégrez la Direction Marketing et plus spécifiquement le Département Data & Business Intelligence.
Consultant Data Visualization & Analytics,Excelcio,75011 Paris,None,Negotiable,"Expert de la Data Visualization et de l’EPM (Entreprise Performance Management), Excelcio est partenaire des éditeurs les plus innovants et leaders du marché :…"
DATA SCIENTIST,Urban Linker,Paris (75),None,De 55 000 € à 85 000 € par an,Ils ont levé 5 millions d'euros en Série A l'année dernière.
Data Scientist H/F,CGI FINANCE,Marcq-en-Barœul (59),None,Negotiable,"Créer, calibrer et backtester des modèles prédictifs dans les différentes sphères d’activité de l’entreprise et notamment la gestion des risques (score d’octroi…"
Data Analyst,Artefact,75009 Paris,None,Negotiable,"Depends on the mission(s), you might also find yourself accompanying our clients in the conception and implementation of data architectures and data pipelines,…"
Data scientist validation des modèles F/H,Bpifrance,Maisons-Alfort (94),None,Negotiable,"Nous sommes Cloud first, Data centriques; nous rénovons toute notre tech avec les meilleures stacks et nous le faisons en agile à l’échelle."
Spatial Data Analyst F/H,esri France,Meudon (92),None,Negotiable,"Vous êtes dynamique, autonome et doté(e) d'aptitudes à la communication."
Data Scientist (F/H),Harwell Management,75116 Paris,None,Negotiable,"Afin d’accompagner notre croissance, nous recherchons un(e) Data Scientist afin d’intervenir chez nos prestigieux clients issus du monde bancaire, financier et…"
Data Analyst (H/F),TAXIS G7,Clichy (92),None,Negotiable,"G7 est un acteur incontournable de la mobilité urbaine, qui transporte chaque année plus de 20 millions de passagers."
Data Scientist Finance et Risques F/H,Bpifrance,Maisons-Alfort (94),None,Negotiable,"Vous êtes diplômé.e d’une école d’ingénieurs, d’un Master en mathématiques appliquées, data science ou informatique."
DATA ANALYST H/F,Hardis Group,Lyon (69),None,Negotiable,"Présente à Lyon sur des sujets data intégration, mais aussi traitement et stockage, nous souhaitons aujourd’hui nous développer plus grandement sur notre…"
Ingénieur Développement Python & Data Analyst (H/F),Viveris,34000 Montpellier,None,Negotiable,"Intégré(e) dans notre équipe Data, vous participez à l'analyse, le traitement et à la valorisation des données métier."
DATA ANALYSTE APPROVISIONNEMENT (F/H),Carrefour,Évry (91),None,Negotiable,Data Analyste Approvisionnement (F/H).
Data Scientist - Engineering Simulations F/H,Safran,Magny-les-Hameaux (78),None,Negotiable,"Parmi les domaines de la transformation digitale du groupe, l'Engineering 4.0 a pour but de tirer profit des technologies du digital pour rendre le processus …"
DATA SCIENTIST (H/F),mycommunIT,75002 Paris 2e,None,De 60 000 € à 70 000 € par an,"MycommunIT recherche pour son client, l'un des leaders bancaire en France, un(e) data scientist."
Data Scientist – Senior Consultant – Financial Services (H/F),Deloitte,La Défense (92),None,Negotiable,Gestion de missions analytiques pour nos clients ;
Data Analyst (H/F),ENERCON,44000 Nantes,CDI,Negotiable,"Développer des projets data innovants (analyses de données, indicateurs et tableaux de bord) après définition du cahier des charges avec les clients internes…"
CDI - Data Analyst (F/H),Canal Plus,Issy-les-Moulineaux (92),CDI,Negotiable,"Bac+4-5 en statistiques/datamining/data science/big data (type ENSAE, ENSAI, Grandes Ecoles d’Ingénieur, Master 2 en Statistiques/Data Science)."
Analyste data marketing,Sanef,Télétravail hybride à Issy-les-Moulineaux (92),CDI,Negotiable,Nous recherchons notre futur(e) Analyste Data Marketing pour rejoindre nos équipes en CDI à Issy-les-Moulineaux (92).
CDI - DATA ANALYST H/F,Marionnaud,Paris (75),CDI,Negotiable,"Avec plus de 430 magasins dans la France entière, dont la moitié sont équipés d’instituts, Marionnaud France compte plus 2900 collaborateurs dont 280 au siège."
Business Data Analyst / Freelanc,Comet,Paris (75),CDI,De 400 € à 650 € par jour,
Data scientist (F/H),Matmut,34000 Montpellier,CDI,Negotiable,"Rattaché(e) à la Direction Marketing Groupe, vous intégrerez la team data science d'un pôle comprenant des data analysts, data scientists et web analysts."
Analyste développeur - data scientist (H/F),Euro Information,67000 Strasbourg,CDI,De 30 000 € à 50 000 € par an,Statut cadre
Data Scientist - NLP Engineering F/H,Safran,Magny-les-Hameaux (78),CDI,Negotiable,"Parmi les domaines de la transformation digitale du groupe, l'Engineering 4.0 a pour but de tirer profit des technologies du digital pour rendre le processus …"
Junior Data Scientist Marketing,Harnham,Paris (75),CDI,De 40 000 € à 45 000 € par an,"Diplômé(e) d'un Master en statistiques, data-science."
DATA SCIENTIST,Aquila Consulting,Courbevoie (92),CDI,Negotiable,"Votre bagage technique (data mining et visualisation de données techniques, l'analyse graphique, l'analyse statistique, le machine."
DATA SCIENTIST H/F,CAPGEMINI ENGINEERING,"Lyon (69)
+ 1 lieu",CDI,Negotiable,"Vous serez en charge de la conception, du développement et du déploiement de solutions data driven pour accompagner nos clients à surmonter de nombreux défis…"
Data Analyst (H/F),Renault Group,Le Mans (72),CDI,Negotiable,"Maîtrise des techniques d'analyse statistique / data science,."
Data scientist (H/F),Opéra Conseil,Lyon (69),CDI,Negotiable,"Issu(e) d’une formation supérieure de niveau Bac +2, Bac +4/5, de type école d’Ingénieurs, vous justifiez d’une expérience minimum de 2 ans comme data scientist…"
Actuaire / Data Scientist Reserving (F/H),AXA,Suresnes (92),CDI,Negotiable,"De formation Bac +5 en actuariat, statistiques, mathématiques, data science, ingénieur, finance, vous avez une expérience significative en modélisation &…"
Data Analyst H/F,Colas,78114 Magny-les-Hameaux,CDI,Negotiable,Une bonne maitrise de divers outils de traitement et d'analyse de données de type Outils de data management/ bases de données / Data visualisation est requise.
DATA SCIENTIST E / Freelanc,Coriom Conseil,Lille (59),"Temps plein
+1",Negotiable,
DATA ANALYST (H/F),LESAFFRE GROUP,Marcq-en-Barœul (59),"Temps plein
+1",Negotiable,"Connect to data sources and perform data transformations, model, and visualize data using Microsoft Power BI Desktop."
Actuaire / Data Scientist (F/H),AXA,Suresnes (92),"Temps plein
+1",Negotiable,Être informé des pratiques des autres entités et intégré à la communauté data science du Groupe AXA.
Data Business Analyst H/F,Groupe Pierre & Vacances - Center Parcs,Paris (75),"Temps plein
+1",Negotiable,"Issu(e) d'une formation supérieure en data ou statistique, tu as une première expérience réussie en tant que data analyst."
Business Data Analyst,AXA Funds Management,Puteaux (92),"Temps plein
+1",Negotiable,Contribute to the general data and analytics quality enhancement within data referentials by devising appropriate data acquisition processes and controls over…
Data Analyste Transformation Digitale H/F,Carrefour,Angers (49),"Temps plein
+1",Negotiable,Etre le lead technique des Data scientist/Chargé de statistiques et Data Engineer de l'entreprise.
Data Analyst H/F,Groupement Les Mousquetaires,"Bondoufle (91)
+ 1 lieu","Temps plein
+1",Negotiable,"Rattaché.e à un Responsable Reporting Financier, vos principales missions seront :"
Data Analyst - Pessac,Paie & Rh Solutions,"33600 Pessac
+ 1 lieu","Temps plein
+1",Negotiable,La réalisation de reportings et d'outils de contrôle de la paie à partir de cahiers des charges.
ANALYSTE DE DONNÉES SERVICE CLIENTS (F/H),Louis Vuitton,Paris (75),"Temps plein
+1",Negotiable,"Depuis plus de 150 ans, les femmes et les hommes de Louis Vuitton partagent le même esprit d'exigence, de passion et réinventent chaque jour leur métier,…"
Senior Data Scientist H/F,AUCHAN RETAIL SERVICES,Villeneuve-d'Ascq (59),"Temps plein
+1",Negotiable,"Nous rejoindre, c'est rejoindre une entreprise qui agit au quotidien avec l'ensemble de ses équipes, pour réinventer un commerce plus responsable."
Data Scientist H/F,LESAFFRE GROUP,Marcq-en-Barœul (59),"Temps plein
+1",Negotiable,Experience in data storage and data modeling.
Data Analyst H/F,Asobo Studio,Bordeaux (33),"Temps plein
+1",Negotiable,Tu as de l'expérience en « data driven service design ».
Data Scientist Senior (H/F),Equancy,Paris (75),"Temps plein
+1",Negotiable,Contribuer à la montée en expertise des data scientists juniors via l’organisation et l’animation de sessions de formation.
Data Analyst H/F,Egis,Guyancourt (78),"Temps plein
+1",Negotiable,"De formation Bac+5, vous avez une bonne maîtrise des outils d'analyse et de traitement de données quantitatives."
Product Analytic - Data Scientist,Criteo,75009 Paris 9e,"Temps plein
+1",Negotiable,Develop models and conduct data-driven analysis to measure the impact of your solutions.
"Research Assistant, Disease Data Scienc",EcoHealth Alliance,Our (39),None,Negotiable,Assist with data analyses and produce data summaries and visualizations.
Data Scientist (H/F),Defi RH,Paris (75),None,Negotiable,"Extraction, nettoyage et analyse des données ;"
Senior Data Scientist F/H,Capgemini Invent,Paris (75),None,Negotiable,"En qualité de Consultant Data Scientist, vous êtes intégré(e) à une équipe projet au sein de laquelle vous intervenez chez nos clients sur des problématiques…"
Data Scientist Dataiku / Freelanc,UCASE CONSULTING,Paris (75),None,Negotiable,"Bonjour, Je cherche pour l'un de mes clients, un Consultant Dataiku, avec 5-6 ans d'expérience Les missions: Travail en étroite collaboration avec les équipes…"
Business Process & Data Analyst,Valeo,Bobigny (93),None,Negotiable,"Avec plus de 110 300 collaborateurs et un chiffre d'affaires de 16,4 milliards d'euros, nous sommes fiers d'être le leader du marché des équipementiers…"
Data Analyst (H/F) / Freelanc,CITECH,"Paris (75)
+ 1 lieu",None,De 350 € à 450 € par jour,Statut cadre
Data Analyst F/H,Renault Group,Paris (75),None,Negotiable,Provide analysis of quantitative and qualitative data from internal and external data sources in support of business decisions.
De 45 à 52k€ / Data Analyst Marketing & CRM,Les Pépites,Télétravail hybride à Paris (75),None,De 45 000 € à 52 000 € par an,Tu as entre 2 et 5 ans d'expérience en tant que data analyst sur des sujets marketing.
DATA ANALYST (H/F) H/F,PMU,Paris 15e (75),None,Negotiable,Statut cadre
Ingénieur data analyst H/F,Bouygues Telecom,92360 Meudon,None,Negotiable,Mettre au point des outils de data analyse.
Data analyst H/F,Juritravail,Télétravail hybride à Nanterre (92),None,Negotiable,Statut cadre
Data Scientist - Innovation (H/F),IHL INTERIM,"33000 Bordeaux
+ 1 lieu",None,Negotiable,"Vous avez une connaissance approfondie d'au moins un langage de programmation scientifique et/ou orienté big data (e.g., Python, R, Matlab, Knime)."
DATA SCIENTIST – AIDE À LA DÉCISION POUR LA STRATÉGIE AP-HP,Siège de l'AP-HP,75184 Paris,None,Negotiable,Utiliser des outils de data-visualisation et cartographie.
Global Data & Analytics Project Manager,coty,Paris (75),None,Negotiable,This new role at the holding company level is critical to accelerate our data driven media transformation.
DATA ANALYST – NANTES,NOVA Technology,Grand (88),None,Negotiable,Statut cadre
Data Scientist H/F,Page Personnel,Paris 15e (75),40 000 € par an,40 000 € par an,
Data Scientist F/H,Web Transition,Lille (59),40 000 € par an,Negotiable,
Data Analyst QoE F/H,Bouygues Telecom,92360 Meudon,40 000 € par an,Negotiable,
Process Data Scientist,AG SOLUTION,Lille (59),40 000 € par an,Negotiable,
Lead Data Scientist H/F,BNP Paribas,Rueil-Malmaison (92),40 000 € par an,Negotiable,
Consultant(e)s Débutant(e)s en Data & Analytics et Innovation - Secteur financier (H/F),EY,92037 La Défense,40 000 € par an,Negotiable,
Data Analyst (H/F),Vroomly,75002 Paris 2e,40 000 € par an,Negotiable,
Clinical Data Analyst M/F,AB SCIENCE,Paris (75),40 000 € par an,Negotiable,
DATA SCIENTIST/ DATA ANALYST,Harnham,Paris (75),40 000 € par an,De 40 000 € à 45 000 € par an,
Consultant(e) Data Analytics H/F,mc2i,75008 Paris 8e,40 000 € par an,Negotiable,
DATA ANALYST (H/F),Lesaffre,59700 Marcq-en-Barœul,40 000 € par an,Negotiable,
CDD - Data Analyst CRM,Le Groupe La Poste,Issy-les-Moulineaux (92),40 000 € par an,Negotiable,
Data Analyste/gestion de projet,Sophia Engineering,Nice (06),40 000 € par an,Negotiable,
CDD - Data Analyst F/H,ville-cholet.fr,Nantes (44),40 000 € par an,Negotiable,
Data Analyst (IT),HR-TEAM,Télétravail hybride à Lille (59),40 000 € par an,De 60 000 € à 80 000 € par an,
Data Scientist Senior F/H,Group onePoint,Paris (75),Temps plein,Negotiable,"Onepoint regroupe plus de 200 experts data sur toutes les dimensions (data science, ML engineering, data engineering, data strategy …)."
Assistant DATA SCIENTIST H/F,Mediapost,Montrouge (92),Temps plein,Negotiable,"Vous préparez un BAC + 4/5 sur 12 ou 24 mois dans un cursus soit avec une dominante data, Big Data Analyse (type école d'ingénieur, master spécialisé,…"
DATA ANALYST F/H,Sodexo,Guyancourt (78),Temps plein,Negotiable,"Vous avez une bonne maitrise des outils de gestion de la data (Power BI, SQL…) Certification Salesforce serait un plus."
Data Analyst H/F,Podeliha,Angers (49),Temps plein,Negotiable,Vous maitrisez le SQL et un outil de data visualisation et savez développer sous R ou Python.
Business Analyst Data Factory,Renault Group,Paris (75),Temps plein,Negotiable,Business process analysis and data analysis appetence.
"Data Analyst, DRS Operations (Paris)",International Chamber of Commerce (ICC),Paris (75),Temps plein,Negotiable,"Monitor DRS data reporting needs, adapt inputs & processes, and administer outputs & supports (e.g., data monitoring, Power BI etc) to keep reporting and data…"
Ingénieur Data Analyst (H/F),Trapil,38200 Villette-de-Vienne,Temps plein,De 39 000 € à 43 000 € par an,Vous rejoindrez une équipe de 6 personnes dont la mission principale est l'administration et le développement des moyens numériques communs à l’ensemble des…
Analyste DATA,INFORMATIS TS,10400 Nogent-sur-Seine,Temps plein,De 40 000 € à 60 000 € par an,Connaissance des techniques et outils analytiques (statistiques et de data mining).
Senior Data Scientist (F/M),Younited Credit,75009 Paris,Temps plein,Negotiable,"You have an experience in managing/leading data scientists,."
Data Analyst,Inetum Capital Market,Paris (75),Temps plein,De 45 000 € à 60 000 € par an,"Industrialiser et déployer des contrôles contrôle IAM basé sur de la data analysis (Python, PowerBI) en utilisant lorsque c’est nécessaire des algorithmes…"
Data Scientist (H/F),Mydral,75002 Paris 2e,Temps plein,Negotiable,"On les accompagne sur toutes leurs problématiques métiers avec une expertise sur la compréhension et l'automatisation des processus métiers, la data gouvernance…"
Data Scientist - Secteur Médical - Paris,Eyetech Solutions,Paris (75),Temps plein,De 55 000 € à 65 000 € par an,Participation et organisation d'évènements data.
Data & Risk Analyst,PartnerRe,75017 Paris 17e,Temps plein,Negotiable,We are looking for a Data & Risk Analyst to contribute to impactful automation and risk reporting processes within PartnerRe.
Product Owner Data Analytics H/F,Crédit Agricole Leasing & Factoring,92120 Montrouge,Temps plein,Negotiable,Bac +5 soit avec une formation en data Science.
Data Analyst (H/F),Groupe IGS,75010 Paris 10e,Temps plein,Negotiable,"Depuis 1975, le Groupe IGS accompagne l’ensemble des publics dans l’acquisition des connaissances, compétences, diplômes et savoir-être nécessaires à leur…"
Modelisateur/ Data Scientist H/F,Crédit Agricole Consumer Finance,Massy (91),"CDI
+1",Negotiable,O Développer les modèles d’estimation des paramètres utilisés dans le calcul des RWA IRBA et IFRS9.
Ingénieur Analyste de données (H/F),SNEF,"Nancy (54)
+ 1 lieu","CDI
+1",Negotiable,Identifier les technologies de data science nécessaires pour répondre aux enjeux et aux attentes des clients.
Data Analyst H/F,Walters People,Lyon (69),"CDI
+1",Negotiable,"Nous sommes présents avec vous à Paris, Toulouse, Lyon et à Nantes."
Ingénieur/Ingénieure développeur/développeuse AI data scientist M/F,STMicroelectronics,Toulon (83),"CDI
+1",Negotiable,"Nous recherchons un Ingénieur/Ingénieure développeur/développeuse AI data scientist pour un poste à durée indéterminée, à pourvoir sur notre site de Toulon."
Data Analyst H/F,La Redoute,59100 Roubaix,"CDI
+1",Negotiable,Une appétence au métier Client et à la data au service des métiers.
CLIENT DATA ANALYST - CDD,Parfums Christian Dior,Neuilly-sur-Seine (92),"CDI
+1",Negotiable,Les Parfums Christian Dior déploient une stratégie d’accélération ambitieuse sur leur distribution Direct to consumer.
Data Analyst H/F,Impact Sales & Marketing,"Télétravail à Levallois-Perret (92)
+ 1 lieu","CDI
+1",Negotiable,"Le groupe Impact Field Marketing, un des leaders du Field Marketing en Europe, poursuit son développement avec les hommes et les femmes de talent qui l…"
Data Scientist F/H,GEMY Automobiles,Torcé (35),"CDI
+1",Negotiable,"Il- Analyser les data : définir une modélisation statistique, élaborer des modèles prédictifs, construire des algorithmes, identifier des outils d’analyse pour…"
Data Analyst (H ou F),SNCF,"Saint-Denis (93)
+ 1 lieu","CDI
+1",Negotiable,"Plus de 4 700 collaborateurs, présents sur l’ensemble du territoire, contribuent en effet à repenser l’avenir des gares et à les intégrer au cœur des projets…"
Data Analyst (F/H),Novencia,Paris (75),"CDI
+1",Negotiable,"Novencia accompagne ses clients dans leurs projets de transformation digitale, technologique et data."
Data Analyst F/H,Kent FR,Paris (75),"CDI
+1",De 50 000 € à 55 000 € par an,"Vous viendrez compléter l'unité ""décisionnelle"" et participer au bon fonctionnement de ce groupe."
Urgent - Consultant.e Data Analyst / Freelanc,Symbioz Technology,Paris (75),"CDI
+1",De 400 € à 550 € par jour,TJM Maximum est 450€ - aucun dépassement n'est possible.
Développeur Python (plateforme data science),R&S TELECOM,Paris (75),"CDI
+1",De 40 000 € à 45 000 € par an,Type de prestation : Développeur Python (plateforme data science).
DATA SCIENTIST SENIOR (H/F),Solocal,Cesson-Sévigné (35),"CDI
+1",Negotiable,"La curiosité, vous aimez découvrir de nouveaux domaines, vous tenir au courant des avancés aussi bien technologique que théorique en data science et plus…"
Data Analyst F/H,Fnac Darty,94120 Fontenay-sous-Bois,"CDI
+1",Negotiable,"La mise à disposition aux différents métiers de la filiale (ventes et services) des tableaux de bord relatifs à la satisfaction client (Net Promoteur Score,…"
DATA ANALYST JUNIOR SI FINANCE,Sisley,Saint-Ouen-l'Aumône (95),CDI,Negotiable,"Sisley, Groupe français de cosmétiques haut de gamme fortement implanté à l'étranger, recrute pour sa DIRECTION FINANCIERE située à Saint-Ouen l'Aumône (95) un…"
DATA ANALYST BATIMENT,CSTB,Champs-sur-Marne (77),CDI,De 36 000 € à 40 000 € par an,"‑ Stack data python (Jupyter, numpy, scipy, pandas, sklearn, statsmodel, matplotlib, plotly, dash…)."
Data analyst en épargne retraite collectives (F/H) en CDI - 94,AXA,Fontenay-sous-Bois (94),CDI,Negotiable,Cet environnement vous sera donc favorable pour développer vos connaissances en data et actuariat ainsi que votre réseau professionnel.
Data Scientist H/F,Atos,"95877 Bezons
+ 1 lieu",CDI,Negotiable,Atos est une SE (Société Européenne) cotée sur Euronext Paris et fait partie des indices CAC 40 ESG et Next 20.
Data Scientist,Fideliz,75009 Paris 9e,CDI,Negotiable,Connaissance des enjeux métiers marketing.
Senior Data Scientist (H/F/N),Data Recrutement,Télétravail hybride à Paris (75),CDI,De 70 000 € à 110 000 € par an,Fonction Data scientist ml ia nlp dl.
Data Analyst - Sinistres (F/H),AXA,Suresnes (92),CDI,Negotiable,Ingénieur ou data analyste junior justifiant d’une première expérience en entreprise.
Data Analyst F/H/NB,Cegid,Lyon (69),CDI,Negotiable,"Vous détenez une expérience d’au moins 2 ans sur un poste en Data Analyst, Business Analytics ou Business Intelligence."
Data Analyst Junior/ Informatica (F/H) / Freelanc,INFOGENE,Paris (75),CDI,Negotiable,
Insights & Data Science Expert,Numberly,75009 Paris 9e,CDI,Negotiable,"Vous avez une première expérience réussie en data marketing, data analyse ou data science (2 ou 3 années en CDI)."
Data Scientist - Logiciels B-to-B / B-to-C en temps réel - 92,Sept Lieues,Suresnes (92),CDI,De 45 000 € à 74 000 € par an,Vous allez rejoindre une équipe de 6 personnes qui souhaite se renforcer.
Data Analyst (H/F),Groupe ATOLL,69600 Oullins,CDI,De 35 000 € à 45 000 € par an,Contrôler la qualité et la cohérence des données au sein du data model.
Consultant(e) Data Analyst,SOCIO DATA MANAGEMENT,Paris (75),CDI,Negotiable,"Leader reconnu dans le traitement et l’analyse de données, ainsi que dans le développement de solutions applicatives pour en optimiser l’exploitation et la…"
Data Analyst / Data Miner / Freelanc,Cherry Pick,Paris (75),CDI,De 450 € à 500 € par jour,"Missions: Backlog RUN Cogérer le backlog run avec le PO, afin de donner de la visibilité sur la résolution des bugs et/ou la réalisation des petites…"
Data Scientist CyberSOC F/H,Orange Cyberdefense,35510 Cesson-Sévigné,CDI,Negotiable,"Idéalement, vous avez des connaissances dans l'administration d'une plateforme big data de type Hortonworks data platform et/ou dans le domaine CI/CD."
CDI - Product Data Analyst myCANAL - F/H,Canal Plus,Puteaux (92),CDI,Negotiable,"Plus précisément, vous rejoindrez notre Direction Product Management, en charge de l’évolution de notre produit phare : myCANAL."
DATA ANALYST H/F,OKAIDI,59100 Roubaix,CDI,De 35 000 € à 45 000 € par an,"Mise en place d'une CDP (Customer Data Plateform) dans GCP (Google Cloud Plateform) en 2018,."
