Title,Company,Location,Contract,Salary,Description
Développeur Informatique H/F,Iziwork,"Cholet (49)
+ 1 lieu","CDI
+1",Jusqu’à 15 € de l’heure,Cholet Iziwork Intérim Informatique Développeur informatique.
Un Développeur web javascript (H/F),John MCBRAINS,75015 Paris 15e,Stage,Negotiable,Vous serez intégrés dans l'équipe gérant la mise en place du tracking des sites web.
Développeur java / Freelanc,"Julien Cornic, infographiste freelance",Lille (59),Stage,De 400 € à 440 € par jour,"Participation au suivi de déploiements et à la non-régression par la mise en place de tests, Vous challengez l'architecture, la sécurité, la performance de la…"
Développeurs Magento 2 / Freelanc,DEV AND CONNECT,Lille (59),Stage,De 400 € à 600 € par jour,Lille 3 jours de remote possible par semaine PHP 7 / Magento 2 / MariaDB ou MySQL Profil recherché : 5 ans d'expérience minimum Sens du leadership pour fédérer…
Développeur Fullstack ReactJS/NodeJS,1G-LINK CONSULTING,Paris (75),Stage,De 40 000 € à 45 000 € par an,JS/React native/Node.JS.
Développeur .NET Full Stack (H/F),VP&White,Paris (75),Stage,Negotiable,"Situé à Boulogne-Billancourt, Lyon et Londres (UK), VPWhite conçoit et implémente des solutions full web de pilotage et de Reporting de la performance…"
Développeur .Net Core / Angular,TCO,75008 Paris,Stage,Negotiable,"Notre client, filiale industriel d’un Groupe du Cac 40 située dans le Morbihan, recherche un Développeur ."
Développeur Data Airflow (H/F),HR-TEAM,Paris (75),Stage,De 45 000 € à 55 000 € par an,Répondre à des besoins de maintenance spécifiques (par extractions automatiques d’éléments ferroviaires dans ces données LiDAR.
Développeur / Développeuse informatique en formation - H/F,Capgemini,Nantes (44),Stage,Negotiable,Après une formation de 3 mois avec notre partenaire M2I sur un socle technologique en Java doublé par un accompagnement sur les logiciels d'interaction clients…
Développeur React confirmé,Qualia Systèmes,75009 Paris 9e,Stage,De 46 000 € à 58 000 € par an,"Nos clients bénéficient donc d’une offre complète : cadrage des projets, design, développement, déploiement et maintenance."
Développeur ABAP H/F,nouvelle-collab,Angers (49),Stage,Negotiable,Répondre aux demandes clients dans des contextes TMA et/ou projet.
Mobile developer (H/F),pasteque.io,Paris (75),Stage,De 50 000 € à 70 000 € par an,"Python, React.js, React Native, PostgreSQL, AWS, etc."
Développeur React JS H/F,Group onePoint,Paris (75),Stage,Negotiable,"Vous serez amené(e) à travailler sur des projets de transformation digitale variés qui vont couvrir toutes les phases de conception, implémentation, déploiement…"
Développeur Front End/Intégrateur,Clever Age,Paris (75),Stage,Negotiable,Nous sommes garants des bonnes pratiques du Web et permettons à nos développeurs d’obtenir la certification Opquast.
Développeur Php,AZ conception,Strasbourg (67),Stage,Negotiable,"Expertise technique et forte polyvalence sur les technologies web (front-end, back-end) PHP / Javascript."
Développeur Symfony2 experimenté,Akeneo,44000 Nantes,Stage,Negotiable,"Avec plus de 25 000 installations à travers le monde (dont pour certaines enseignes prestigieuses comme Auchan, Lancaster, Eram, Sergent Major, Lagardere, …) et…"
Développeur .Net H/F,Showroomprive.Com,"Les Sables-d'Olonne (85)
+ 1 lieu",CDI,Negotiable,Les Sables-d'Olonne Showroomprive.
Développeur Java (H/F) (IT) / Freelanc,Insitoo Freelances,Télétravail hybride à Nantes (44),CDI,Negotiable,"Insitoo Freelance, facilitateur du freelancing depuis 2007, recherche pour son client en direct un Développeur Java (H/F)."
Développeur PHP / MySQL (H/F),Saaswedo,75002 Paris 2e,CDI,Negotiable,Vous faites évoluer et maintenez les applications AuditelCom actuellement commercialisés auprès de nombreux clients.
Développeur C# H/F,Alturion,Nantes (44),CDI,Negotiable,Notre client Fives Group est composé de 3 grandes activités.
Développeur backend PHP F/H,yann boursier,Nantes (44),CDI,Negotiable,Vous intégrez l’équipe R&D (8 personnes) pour participer au développement backend en collaboration avec l’équipe produit (6 personnes).
DÉVELOPPEUR.SE COBOL (H/F/X) - DÉBUTANT,IT link,"Nancy (54)
+ 1 lieu",CDI,De 32 000 € à 37 000 € par an,"Engagé.e.s pour l'égalité des chances, nous pensons que la diversité est une richesse."
Developpeur.se C# H/F,RDT Ingenieurs,Nantes (44),CDI,Negotiable,"Niveaux technologies, c'est le projet idéal pour associer retrofit et création."
Développeur Applicatif Low code H/F,Inetum,Saint-Ouen (93),CDI,Negotiable,"En partenariat avec Pôle-emploi et M2i Formation, nous vous proposons de vous former durant 57 jours (du 15 novembre 2022 au 8 février 2023) au métier de…"
Développeur full stack junior H/F,Groupe Setec,Paris (75),CDI,Negotiable,Vous avec une bonne connaissance de l’outil de versioning Git et vous avez déjà utilisé des outils de conteneurisation type Docker.
Développeur Full Stack,DreamCentury Entertainment,Paris (75),CDI,De 40 000 € à 45 000 € par an,Vous avez une expérience professionnelle d’au moins 2 ans dans la réalisation d'applications web.
Développeur Backend H/F,Nickel,Nantes (44),CDI,Negotiable,"L'équipe de développement Palladium en charge des applications destinées à nos clients, à nos points de vente partenaires ainsi qu'à différentes directions…"
Développeur.euse Back-End,ECIBAT,44120 Vertou,CDI,Negotiable,"Vous serez au point de départ d’un projet, vous serez amenés à discuter avec plusieurs personnes afin d’éclaircir un cahier des charges."
Développeur Java,1G-LINK CONSULTING,Paris (75),CDI,De 40 000 € à 45 000 € par an,Analyse des spécifications fonctionnelles et techniques.
Developpeur Mobile F/H,Kent FR,Paris (75),CDI,De 60 000 € à 70 000 € par an,"Dans une entreprise spécialisée dans les solutions numériques telles que les datacenters, la cybersécurité ou encore le marketing digital, vous pourrez vous…"
Développeur web full stack,AEXAE,Les Ulis (91),CDI,Negotiable,"Afin de renforcer notre équipe développement, nous recherchons un(e) développeur web full stack."
Développeur Java - H/F,BAYESIA,35000 Rennes,45 000 € par an,45 000 € par an,"Full Stack Developer, Backend Developer / CDI / Environ 45k€ / 3 - 6 ans / Rennes."
Développeur Fullstack Nodejs React - Orvault H/F,Externatic,Nantes (44),45 000 € par an,De 35 € à 40 € de l’heure,"Equipe de 5 personnes (1 chef de projet, 2 développeurs 3D/AR, 2développeurs full stack)."
Développeur C# .Net H/F,Externatic,Angers (49),45 000 € par an,Negotiable,Rattaché(e) à l'équipe informatique (18 collaborateurs).
Développeur PLSQL H/F,Gfi,Nantes (44),45 000 € par an,Negotiable,"Architecture J2EE, Web API Rest, Base de données Oracle."
Développeur Web (H/F),AKKODIS Talent,77000 Melun,45 000 € par an,De 45 000 € à 55 000 € par an,"AKKODIS TALENT est une marque du groupe Adecco spécialisé sur le recrutement de profils techniques (informatique, ingénierie et scientifique) aussi bien sur le…"
Développeur 4D H/F,VULCANIC SAS,93330 Neuilly-sur-Marne,45 000 € par an,Negotiable,"Avec 750 collaborateurs et 11 usines, Vulcanic est au service de 30 000 clients dans 100 pays différents à travers le monde."
Développeur(euse) Data Intégration (H/F),TALENTS IT,Paris 1er (75),45 000 € par an,De 40 000 € à 45 000 € par an,"Nous recrutons en CDI pour notre client basé à Paris, un(e) Développeur/Développeuse Data Intégration."
Développeur PHP (h/f),UNIDOSA,Télétravail à Paris (75),45 000 € par an,Negotiable,"Langages : php, JavaScript, HTML, CSS."
Développeur NTIC / Freelanc,Symbioz Technology,Paris (75),45 000 € par an,De 400 € à 550 € par jour,TJM Maximum est 450€ - aucun dépassement n'est possible.
Développeur C# / Freelanc,Digistrat consulting,Paris (75),45 000 € par an,De 400 € à 550 € par jour,
Développeur C# (TIBCO BW),ADAYA Consulting,94300 Vincennes,45 000 € par an,Negotiable,Participation à la définition de l’architecture cible.
Développeur Frontend Javascript – F/H,Pictime Groupe,Villeneuve-d'Ascq (59),45 000 € par an,Negotiable,
Développeur fullstack PHP / Vue JS - H/F,Seyos,Nantes (44),45 000 € par an,De 39 000 € à 45 000 € par an,Jaguar Network est une entreprise qui propose des services Telecom ainsi que d'hébergement et d'infogérance auprès du secteur B2B.
Développeur RPA H/F,Extia,Paris (75),45 000 € par an,Negotiable,"Polyvalent, on vous appelle le couteau suisse."
Développeur PHP H/F,GFP TECHNOLOGIES,"Télétravail à 28000 Chartres
+ 2 lieux",45 000 € par an,Negotiable,Développer et maintenir les applications en méthode Scrum.
Développeur Applications Web H/F,Consept,"Nantes (44)
+ 1 lieu",De 30 000 € à 35 000 € par an,De 30 000 € à 35 000 € par an,"Vous participez à la rédaction des spécifications techniques avec l’équipe,."
Développeur Mobile Flutter (IT) / Freelanc,Cherry Pick,Nantes (44),De 30 000 € à 35 000 € par an,Negotiable,Nantes Cherry Pick Indépendant Informatique Développeur mobile.
Développeur.se Fullstack,Vaduo,Lille (59),De 30 000 € à 35 000 € par an,Negotiable,"Vaduo est une start up technologique créée en 2016, centrée sur l’Humain."
Développeur Java Confirmé / Freelanc,INFOTEL,Paris (75),De 30 000 € à 35 000 € par an,De 310 € à 550 € par jour,Retrouvez nos informations sur www.infotel.com Nous sommes à la recherche pour l'un de nos clients industriels dans le centre de La Défense de plusieurs…
Développeur Expérimenté Java 100% télétravail F/H,Accenture,Télétravail à Nantes (44),De 30 000 € à 35 000 € par an,Negotiable,"Le front end vous intéresse aussi, nous aurons des opportunités de développeur fullstack expérimenté à vous proposer."
"Un Développeur PHP, HTML, Javascript,CSS sur Paris / Freelanc",Smarteo,Paris (75),De 30 000 € à 35 000 € par an,Negotiable,"Smarteo recherche pour l'un de ses clients, Un Développeur PHP, HTML, Javascript,CSS sur Paris Description: La mission concerne une prestation de développeur…"
Un Développeur PHP/Laravel sur Paris / Freelanc,Smarteo,Paris (75),De 30 000 € à 35 000 € par an,Negotiable,
Développeur Angular (H/F) à Bordeaux,Sully Group,Bordeaux (33),De 30 000 € à 35 000 € par an,Negotiable,"D’un naturel communicant, vous aimez travailler en équipe, vous êtes rigoureux et impliqué sur les projets."
Développeur web,isphers,Le Kremlin-Bicêtre (94),De 30 000 € à 35 000 € par an,Negotiable,Ainsi que les CMS (systèmes de gestion de contenu) et autres frameworks.
Développeur Backend,One2Team,Neuilly-sur-Seine (92),De 30 000 € à 35 000 € par an,Negotiable,
Développeur COBOL (F/H),My Support Services,"Nantes (44)
+ 1 lieu",De 30 000 € à 35 000 € par an,Negotiable,Les conceptions détaillées et techniques.
Développeur.se front-end React,Teamto,Bourg-lès-Valence (26),De 30 000 € à 35 000 € par an,De 35 000 € à 50 000 € par an,Au contact d’utilisateurs sympathiques et créatifs vous serez partie -prenante d’un projet apprécié jusque-là par l’ensemble du studio et qui se destine à s…
Développeur Angular/Node (h/f),HR-TEAM,Télétravail hybride à Paris (75),De 30 000 € à 35 000 € par an,De 45 000 € à 55 000 € par an,
Développeur Front Magento 2,Clever Age,Paris (75),De 30 000 € à 35 000 € par an,Negotiable,Nous sommes garants des bonnes pratiques du Web et permettons à nos développeurs d’obtenir la certification Opquast.
Développeur Java H/F,Dachser,"La Verrie (85)
+ 1 lieu",De 30 000 € à 35 000 € par an,Negotiable,La Verrie Dachser CDI Informatique Développeur Java.
Développeur Front-end H/F,Group onePoint,Nantes (44),Temps plein,Negotiable,"Vous avez idéalement déjà travaillé en Agile (SCRUM) et les notions de TDD, BDD, et ATDD n'ont pas de secret pour vous."
Développeur web H/F,Capgemini,Sophia Antipolis (06),Temps plein,Negotiable,"Dans un contexte de travail dynamique et challengeant, nous recherchons un développeur pour travailler sur l’assistance du portail web de notre client."
Développeur·se Javascript - Vue.Js H/F,U Iris,Carquefou (44),Temps plein,Negotiable,"U IRIS est l'entreprise IT de Système U, comptant plus de 500 collaborateurs."
Développeur Angular (F/H) - Tours,SII Technologies GmbH HR-Service,Tours (37),Temps plein,De 35 000 € à 47 000 € par an,"Dans l’idéal, tu as au moins 2 ans d’expérience sur un projet similaire."
Développeur Node.JS - Digitalisation - CDI,EYETECH SOLUTIONS,Paris (75),Temps plein,De 55 000 € à 60 000 € par an,Développement d’un système de mise à disposition automatique de boutiques de test à usage interne.
Développeur PHP/ Symfony F/H,Groupagora,"Carquefou (44)
+ 7 lieux",Temps plein,Negotiable,"Se réunir est un début, rester ensemble est un progrès, travailler ensemble est la réussite."
Développeur Magento 2,Clever Age,Paris (75),Temps plein,Negotiable,Nous sommes garants des bonnes pratiques du Web et permettons à nos développeurs d’obtenir la certification Opquast.
Développeur Vba H/F,Geser Best,Saint-Herblain (44),Temps plein,Negotiable,Depuis 1991 GESER-BEST (11 agences en France/+ de 230 collaborateurs) accompagne ses clients de l'ingénierie à l'assistance technique.
Développeur Typescript - Nodejs Junior H/F,Shopopop,Télétravail hybride à Nantes (44),Temps plein,Negotiable,"Vous rejoindrez une équipe soudée dans les bons et dans les mauvais moments, avec des profils très variées allant du développeur de plus de 10 ans d'expériences…"
Lead Développeur Java (F/H) - Nantes,Sii,Nantes (44),Temps plein,De 40 000 € à 50 000 € par an,"Construction d’une plateforme d’exposition de services (microservices, API management)."
Développeur / Développeuse - FRONT-END VUE.JS (H/F),Pôle Emploi,Télétravail hybride à 95680 Montlignon,Temps plein,De 30 000 € à 36 000 € par an,"Fort de plus de 16 ans d'expérience dans le développement d'un ERP, principalement utilisé dans le secteur aéroportuaire (plus de 80% de part de marché dans ce…"
Développeur Web et Mobil,Qualia Systèmes,75009 Paris 9e,Temps plein,De 46 000 € à 58 000 € par an,"Vous participerez au développement d’applications from scratch, en intervenant sur la totalité des étapes du projet, c’est à dire depuis l’idéation jusqu’à la…"
Développeuse/Développeur API Management - H/F,Capgemini,Nantes (44),Temps plein,Negotiable,Nous vous proposons d'intégrer une formation certifiante de 57 jours pour vous préparer à la Data Intégration (F/H).
Développeur Java H/F,Scalian,"Saint-Herblain (44)
+ 3 lieux",Temps plein,De 32 000 € à 40 000 € par an,"Nous sommes à la recherche d’un(e) développeur(se) Java (Angular et/ou React serait un plus), à partir de 5 ans d’expérience, pour un poste en CDI."
Développeur C# H/F,Extia,"Paris (75)
+ 6 lieux",Temps plein,Negotiable,"Réaliser des tests unitaires et participer aux tests d’intégration et recettes,."
Développeur Symfony React Greenit Fullremote H/F,Externatic,Télétravail à Nantes (44),CDI,Negotiable,"Vous êtes autonome, force de proposition et pédagogue pour accompagner le directeur technique dans l'accompagnement des développeurs juniors."
Reconversion développeur,Sopra Steria,"Nantes (44)
+ 6 lieux",CDI,Negotiable,Vous participez à différents projets de mise en ouvre ou d'évolutions SIRH pour nos clients.
Développeur Java H/F,UEM,Metz (57),CDI,De 42 000 € à 48 000 € par an,Codage des fonctionnalités et tests unitaires et d’intégration en collaboration avec les équipes de recette.
Développeur-se backend (C# .Net SQL),One Logic Consulting Group,La Défense (92),CDI,50 000 € par an,"Diplomé.e d’une école d’ingénieur, vous avez une excellente communication et qualité relationnelles."
Développeur Webdev,Eurial,Nantes (44),CDI,Negotiable,"C’est vivre une expérience humaine enrichissante et passionnante, au service du « bien manger » et du « plus durable »."
Développeur FullStack PHP/Vue JS HF,Meelo,Télétravail hybride à 59700 Marcq-en-Barœul,CDI,De 35 000 € à 45 000 € par an,"Fintech indépendante basée à Lille, Meelo apporte des solutions tech et data pour fluidifier, sécuriser et automatiser l’onboarding Client."
Développeur Fullstack H/F,Capgemini,Paris (75),CDI,Negotiable,"Sogeti fait partie du groupe Capgemini, avec une présence dans plus de 100 sites à travers le monde."
DÉVELOPPEUR NODE JS (H/F/X),IT link,Paris (75),CDI,De 45 000 € à 50 000 € par an,"Engagé.e.s pour l'égalité des chances, nous pensons que la diversité est une richesse."
Freelance // Développeur Front – NodeJS (React/Vue.js) / HTML5 / CSS3 (H/F),KRDS Paris,Paris (75),CDI,Negotiable,"Daily meeting avec les autres membres du projets (Bien entendu, nous travaillons en Agile)."
Développeur PLSQL H/F,Inetum,Nantes (44),CDI,Negotiable,Vous avez une expérience de minimum 2 à 3 ans dans la gestion des BDD et l'analyse des données.
DÉVELOPPEUR C++ H/F,Apside,"Nantes (44)
+ 1 lieu",CDI,Negotiable,"Vous développez un logiciel applicatif embarqué dans un contexte stimulant et responsabilisant (méthode Agile/Scrum),."
Des développeurs,ITM,59420 Mouvaux,CDI,Negotiable,"Au coeur du service de recherche et développement de la société, vous êtes force de proposition et participez à l'analyse puis au développement d'applications…"
Développeur Informatique (H/F),Harry Hope,"Yffiniac (22)
+ 1 lieu",CDI,De 25 000 € à 35 000 € par an,"Au sein du service informatique, vous aurez en charge le."
Développeur(euse) Fullstack H/F,Azeo Talents & Technology,Télétravail hybride à Bordeaux (33),CDI,Negotiable,Coacher les développeurs(euses) plus juniors et participer à des code reviews.
Développeur H/F,AIS,Angers (49),CDI,Negotiable,AIS est une entreprise à taille humaine.
Développeur Java H/F,Inetum,"Nantes (44)
+ 8 lieux",CDI,Negotiable,"Pour cela, vous évoluez sur un écosystème Java Back-End (Java, Spring Boot, MongoDB..)."
Développeur Java React - Nantes Centre Ville H/F,Externatic,"Nantes (44)
+ 2 lieux",CDI,De 40 000 € à 50 000 € par an,Nantes Externatic CDI Informatique Développeur Java.
Développeur Windev (H/F),Amiltone,Lille (59),CDI,Negotiable,"Intégré à nos équipes chez nos clients ou notre Factory, vous interviendrez sur un projet en tant que développeur WinDev."
Développeur Java Junior (F/H),Novencia,Paris (75),CDI,Negotiable,"Développeur.euse Back-end Java avec une première expérience réussie, tu as une appétence pour la finance et tu es à la recherche de nouveaux défis."
Développeur C# / .Net F/H,e-QUADRA,Clichy (92),CDI,De 38 000 € à 45 000 € par an,Rédiger les spécifications fonctionnelles et techniques.
Développeur Java - Pionnier du leasing responsable F/H,UNLCK,Télétravail hybride à Carquefou (44),CDI,De 40 000 € à 50 000 € par an,"Dans le cadre de son développement, l’équipe cherche à recruter en CDI son prochain développeur Java au Nord de Nantes."
Dev Angular Junior (H/F),PEAKS,Lyon (69),CDI,De 34 000 € à 38 000 € par an,Une 2ème rencontre (visio ou visu) avec un directeur d’agence ou ressource manager pour voir si vos attentes et les nôtres peuvent matcher.
Développeur MERN,WiConnex,Paris 8e (75),CDI,Negotiable,
Développeur Salesforce Confirmé H/F,Hardis,Nantes (44),CDI,Negotiable,Ce que l'on vous propose.
Développeur flutter (H/F),Insitoo,Lille (59),CDI,Negotiable,
Développeur.se Mobile Junior – Java/Kotlin (H/F),Dejamobile,Télétravail hybride à Caen (14),CDI,À partir de 34 000 € par an,DEJAMOBILE possède des SDKs à destination d’autres développeurs et des Applications directement destinées à des utilisateurs.
Développeur Angular (H/F),Sii,"Bordeaux (33)
+ 1 lieu",CDI,Negotiable,Développer les nouvelles fonctionnalités côté front-end.
Développeur Angular H/F,Quadra Informatique,Rouen (76),CDI,Negotiable,"Qualité, sens du service et engagement sont nos préoccupations quotidiennes."
Développeur Fullstack H/F,Talents IT,"Télétravail hybride à Nantes (44)
+ 2 lieux",CDI,Negotiable,Notre client est une société dans le domaine du voyage.
Développeur API Python (H/F),CITECH,Charenton-le-Pont (94),CDI,De 48 000 € à 56 000 € par an," Votre mission est pour un client reconnu dans le secteur bancaire, implanté dans de nombreuses villes en France, il a pour objectif d’accélérer sa…"
Développeur Java Android (H/F),ARTEMYS,Télétravail à Rouen (76),De 30 000 € à 35 000 € par an,De 30 000 € à 35 000 € par an,"Analyser les besoins et les contraintes du client grâce au cahier des charges qui vous aura été fourni par le directeur de projet,."
Ingénieur(e) Développeur(euse) C#,TOPSOLID,"91055 Évry
+ 1 lieu",De 30 000 € à 35 000 € par an,Negotiable,"Fort de plus de trente-cinq années d’expérience, TOPSOLID SAS est un leader mondial dans l’édition de logiciel CAO-CFAO-ERP."
L’Université de Limoges recrute un Développeur Web – F/H,UNIVERSITE DE LIMOGES,Limoges (87),De 30 000 € à 35 000 € par an,Negotiable,
Developpeur Vb.Net F/H,Kent FR,Paris (75),De 30 000 € à 35 000 € par an,De 55 000 € à 60 000 € par an,NET au sein d'une équipe prête à tout pour relever de nouveaux challenges et proposer des produits adaptés à l'ensemble de leurs clients.
"Développeur PHP Prestashop H/F - CDI, full remot",TechByTech,Télétravail à Paris 8e (75),De 30 000 € à 35 000 € par an,Negotiable,Notre client compte déjà 80 collaborateurs et recherche des Développeurs Back pour renforcer ses rangs !
Développeur C# - .Net et Wpf - Nantes H/F,SII Atlantique,Nantes (44),De 30 000 € à 35 000 € par an,Negotiable,Réaliser les spécifications techniques et fonctionnelles.
Intégrateur(trice) html css / Développeur(se) frontend voir l'annonc,Clair et Net.,Paris (75),De 30 000 € à 35 000 € par an,Negotiable,Nous recherchons un(e) intégrateur(trice) html css / développeur(se) frontend.
Développeur .Net / WPF / Freelanc,FREELANCEREPUBLIK,Beauvais (60),De 30 000 € à 35 000 € par an,Negotiable,"Net Core, WPF, SQL Server Tâches : implémentation de plusieurs fonctionnalités pour un projet de gestion de documents en ligne."
DÉVELOPPEUR/SE LOGICIEL EMBARQUÉ H/F,Bouygues Telecom,92360 Meudon,De 30 000 € à 35 000 € par an,Negotiable,"Analyser les besoins fonctionnels et identifier les impacts sur le logiciel dans un code C embarqué existant, fondé sur Linux."
Développeur Full Stack Javascript H/F,Assystem,Rouen (76),De 30 000 € à 35 000 € par an,Negotiable,The world of engineering is undergoing major changes and the progress of digitalisation is based in particular on a massive amount of useful data to improve the…
Développeur .Net Core H/F,Inetum,Saint-Ouen (93),De 30 000 € à 35 000 € par an,Negotiable,Net Core (H/F) pour la réalisation et la maintenance d'applications pour des clients de différents domaines !
Développeur Java/Angular,Clever Age,Paris (75),De 30 000 € à 35 000 € par an,Negotiable,Nous sommes garants des bonnes pratiques du Web et permettons à nos développeurs d’obtenir la certification Opquast.
Développeur Service Now H/F,Insitoo,Paris (75),De 30 000 € à 35 000 € par an,Negotiable,Participer à la conception technique et développer les évolutions attendues.
Analyste Développeur (H/F),EURO-INFORMATION DEVELOPPEMENTS,"44000 Nantes
+ 3 lieux",De 30 000 € à 35 000 € par an,De 34 000 € à 60 000 € par an,"Pour renforcer cette équipe, nous recherchons un(e) analyste développeur(se)."
DÉVELOPPEUR FULL STACK – JUNIOR DEV,Urban Linker,Paris (75),De 30 000 € à 35 000 € par an,De 40 000 € à 50 000 € par an,Cette start-up est une néo-banque privée rendant plus accessibles les services de gestion de patrimoine haut de gamme par le digital.
Développeur .NET CORE,WiConnex,Paris 8e (75),None,Negotiable,
Développeur Javascript H/F,Amiltone,Nantes (44),None,De 25 000 € à 32 000 € par an,Le Code Review avec les autres développeurs du projet.
Développeur Informatique (H/F),CLAAS Tractor S.A.S.,Le Mans (72),None,Negotiable,Pas d’expérience requise
Développeur Angular Front-End / Freelanc,Ekkiden,Paris (75),None,De 300 € à 570 € par jour,
Développeur Fullstack,Sii,Rouen (76),None,1 300 € par semaine,"Les sujets fonctionnels sont variés : recrutement, intégration, RH, ventes, qualité."
Développeuse / Développeur Back End & API,OCTO Technology,Paris (75),None,Negotiable,"Vous possédez idéalement une sensibilité pour l’architecture, le software design, et les technologies et patterns Web : HTTP, REST, OAuth2, OpenID Connect,…"
Développeur Javascript H/F,nouvelle-collab,Nantes (44),None,Negotiable,Nantes nouvelle-collab CDI Informatique Développeur Javascript.
Développeur Node.js H/F,Quadra Informatique,Paris (75),None,Negotiable,"Une bonne capacité à dialoguer avec des développeurs front, web et apps mobiles et avec l’équipe exploitation est un plus !"
Analyste développeur(H/F),Intellia,Nantes (44),None,Negotiable,
Développeur Java H/F,AIS,"Saint-Herblain (44)
+ 1 lieu",None,Negotiable,Saint-Herblain AIS CDI Informatique Développeur Java.
Développeur / Développeuse PL/SQL (H/F),CONSEPT INFORMATIQUE,"Nantes (44)
+ 1 lieu",None,Negotiable,"Intégré(e) dans l'équipe projet de notre client du Secteur Public, vous êtes accompagné(e) par un parcours d'intégration au sein de notre entité de proximité de…"
Développeur et Lead Dev PHP F/H,DAVIDSON OUEST,Nantes (44),None,Negotiable,Coordonner des équipes de développeurs PHP dans le cadre de projets agiles.
Développeur Front End React Secteur Énergies Renouvelables H/F,Externatic,Nantes (44),None,De 37 000 € à 47 000 € par an,Nantes Externatic CDI Informatique Développeur front end.
Développeur Java Angular H/F,ATOS,"44300 Nantes
+ 2 lieux",None,Negotiable,Nantes ATOS CDI Informatique Développeur Java.
Développeur Java - Scala Startup 60% Remote H/F,Externatic,Télétravail à Nantes (44),None,De 40 000 € à 50 000 € par an,Nantes Externatic CDI Informatique Développeur Java.
Développeur WordPress – F/H,Atecna,59290 Wasquehal,None,Negotiable,"Nous recherchons, pour ce pôle d’expertise Wordpress au sein de la communauté TEC, un développeur PHP ayant une appétence pour Wordpress."
Développeur COBOL H/F,Quadra Informatique,"Strasbourg (67)
+ 1 lieu",None,Negotiable,"Nous recherchons pour notre client spécialiste du domaine bancaire, un développeur COBOL."
Développeur Java – (H/F) Rodez,Sopra Banking Software,12000 Rodez,None,Negotiable,"Prendre en charge les demandes de maintenance,."
Développeur .Net Angular / Freelanc,Kaïbee,Paris (75),None,De 400 € à 600 € par jour,"Net Core - WCF - API REST - Multithreading/ programmation asynchrone - Maitrise base de données (Oracle, SQL Server) - Notions en finance - Principes SOLID -…"
Développeur.e NodeJs (H/F),DHM IT,92200 Neuilly-sur-Seine,None,Negotiable,"Participation aux phases de tests et d’intégration,."
Développeur Java (F/H/X),Amaris,"Nantes (44)
+ 17 lieux",None,Negotiable,Nantes Amaris CDI Informatique Développeur Java.
Développeur Front React Js H/F,AUBAY,Nantes (44),None,Negotiable,Aubay Grand Ouest cherche pour son client grand compte du secteur bancaire un Développeur Front REACT.
Développeur informatique en reconversion (H/F),Infotel,Lyon (69),None,Negotiable,"De plus, elle vous permettra de démarrer votre carrière en tant que développeur C #.net, un métier en plein essor."
Un développeur JavaFX sur Paris / Freelanc,Almatek,Paris (75),None,Negotiable,
Développeur PLSQL / ORACLE (H/F),Insitoo,Paris (75),None,Negotiable,Assurer l’activité de support sur les différentes applications ( Incidents / assistance aux utilisateurs / requêtes métiers ).
Développeur Angular - Simulateur (H/F),Sii,Bordeaux (33),None,Negotiable,Rejoindre une équipe Agile de 10 développeur/euses et contribuer au développement en langage Angular de logiciels de simulation.
Développeur C#/.Net H/F,Amiltone,Nantes (44),None,De 28 000 € à 32 000 € par an,OLa conception et l'implémentation des nouvelles fonctionnalités du logiciel.
Développeur ERP (F/H),TGS France,"49072 Beaucouzé
+ 1 lieu",None,Negotiable,"Vous intégrez notre équipe de Beaucouzé composée de 20 collaborateurs dont 6 développeurs, pour prendre en charge le développement et le déploiement de l’ERP…"
Développeur / Intégrateur H/F,Nexton Consulting FR,Paris (75),None,Negotiable,Intégration des applications au CMS AEM.
Développeur C# / Freelanc,Digimatch,Saint-Quentin (02),None,De 400 € à 550 € par jour,
Développeur Odoo et/ou Python (F/H),Fime,Caen (14),None,Negotiable,"Développement avec les langages (Python, PostgreSql, Jquery)."
Développeur PHP Symfony (H/F) à Nantes,Sully Group,Nantes (44),None,Negotiable,"Vous possédez une expérience de 2 ans minimum en tant que développeur PHP - Symfony, idéalement avec une pratique du Frontend."
"Un Développeur (se) Web JS : Angular, ES6 et typescript",John MCBRAINS,75015 Paris 15e,None,Negotiable,"3 ans minimum d'expérience (hors stage, hors apprentissage) dans le développement web."
Développeur PHP Symfony / Freelanc,LAHSC,Paris (75),None,De 350 € à 410 € par jour,Développeur PHP Symfony pour du développement d'applications et maintenance.
Développeur .NET - H/F,UNLCK,Télétravail hybride à 85600 Montaigu,None,48 000 € par an,Backend Developer / CDI / Environ 48k€ / 3 - 6 ans / Montaigu-Vendée.
Développeurs sitecore / Freelanc,DEV AND CONNECT,Télétravail à Paris (75),None,De 400 € à 600 € par jour,Net 3 ans d'expérience minimum sur Sitecore Expérience sur Sitecore 10 indispensable Expérience e-Commerce pourrait être un plus Bonne maîtrise de l'Anglais.
Développeur Django H/F,Quadra Informatique,Templemars (59),None,Negotiable,"Qualité, sens du service et engagement sont nos préoccupations quotidiennes."
Concepteur Développeur .Net,A5sys,"Saint-Herblain (44)
+ 1 lieu",None,Negotiable,"De formation Bac+4/5 dans le domaine informatique, tu as une première expérience dans le développement."
